participant,list,rep,trial,phase,jitter,max_alpha,condition,flip,alpha,vbl_expected,vbl_realized,missed
29,1,1,1,noise,7,1,CFS,100,1,NaN,NaN,NaN
29,1,1,1,noise,7,1,CFS,101,1,NaN,NaN,NaN
29,1,1,1,noise,7,1,CFS,102,1,NaN,NaN,NaN
29,1,2,1,noise,7,1,CFS,1,0,2690230.57573019,2690230.57573019,0.000850478652864695
29,1,2,1,noise,7,1,CFS,2,0,2690230.67074041,2690230.59573056,0.00952182849869132
29,1,2,1,noise,7,1,CFS,3,0,2690230.76575063,2690230.6757915,-0.0002745371311903
29,1,2,1,noise,7,1,CFS,4,0,2690230.86076085,2690230.77577704,-0.000309055671095848
29,1,2,1,noise,7,1,CFS,5,0,2690230.95577107,2690230.86583303,-0.000259045977145433
29,1,2,1,noise,7,1,CFS,6,0,2690231.05078129,2690230.96594685,-0.000180771108716726
29,1,2,1,noise,7,1,CFS,7,0,2690231.1457915,2690231.05607479,-0.000187098048627377
29,1,2,1,noise,7,1,CFS,8,0.025,2690231.24080172,2690231.15609463,0.00970480823889375
29,1,2,1,noise,7,1,CFS,9,0.05,2690231.33581194,2690231.24613342,-0.00027625123038888
29,1,2,1,noise,7,1,CFS,10,0.075,2690231.43082216,2690231.34616756,0.00971910310909152
29,1,2,1,noise,7,1,CFS,11,0.1,2690231.52583238,2690231.43624951,-0.000233087223023176
29,1,2,1,noise,7,1,CFS,12,0.125,2690231.6208426,2690231.53631685,0.00975230662152171
29,1,2,1,noise,7,1,CFS,13,0.15,2690231.71585282,2690231.62640151,-0.000230370555073023
29,1,2,1,noise,7,1,CFS,14,0.175,2690231.81086304,2690231.72647519,0.00975864520296454
29,1,2,1,noise,7,1,CFS,15,0.2,2690231.90587326,2690231.8165345,-0.000255725812166929
29,1,2,1,noise,7,1,CFS,16,0.225,2690232.00088348,2690231.91653755,0.00968801323324442
29,1,2,1,noise,7,1,CFS,17,0.25,2690232.09589369,2690232.00659324,-0.000259347725659609
29,1,2,1,noise,7,1,CFS,18,0.275,2690232.19090391,2690232.10664458,0.00973630836233497
29,1,2,1,noise,7,1,CFS,19,0.3,2690232.28591413,2690232.19671506,-0.00024455739185214
29,1,2,1,noise,7,1,CFS,20,0.325,2690232.38092435,2690232.29677274,0.00974264740943909
29,1,2,1,noise,7,1,CFS,21,0.35,2690232.47593457,2690232.38684956,-0.00023821834474802
29,1,2,1,noise,7,1,CFS,22,0.375,2690232.57094479,2690232.48689276,0.00972815882414579
29,1,2,1,noise,7,1,CFS,23,0.4,2690232.66595501,2690232.57697712,-0.000230672303587198
29,1,2,1,noise,7,1,CFS,24,0.425,2690232.76096523,2690232.66705454,-0.000237614847719669
29,1,2,1,noise,7,1,CFS,25,0.45,2690232.85597545,2690232.76710317,-0.000245970208197832
29,1,2,1,noise,7,1,CFS,26,0.475,2690232.95098567,2690232.85715131,-0.000266893766820431
29,1,2,1,noise,7,1,CFS,27,0.5,2690233.04599588,2690232.95717398,-0.000271928962320089
29,1,2,1,noise,7,1,CFS,28,0.525,2690233.1410061,2690233.04727313,-0.00021588196977973
29,1,2,1,noise,7,1,CFS,29,0.55,2690233.23601632,2690233.14733323,-0.000234499573707581
29,1,2,1,noise,7,1,CFS,30,0.575,2690233.33102654,2690233.23737473,-0.000273534562438726
29,1,2,1,noise,7,1,CFS,31,0.6,2690233.42603676,2690233.3374789,-0.000190430320799351
29,1,2,1,noise,7,1,CFS,32,0.625,2690233.52104698,2690233.42750319,-0.000290739815682173
29,1,2,1,noise,7,1,CFS,33,0.65,2690233.6160572,2690233.52757416,-0.000223633367568254
29,1,2,1,noise,7,1,CFS,34,0.675,2690233.71106742,2690233.61761777,-0.000271421391516924
29,1,2,1,noise,7,1,CFS,35,0.7,2690233.80607764,2690233.71766398,-0.00024838512763381
29,1,2,1,noise,7,1,CFS,36,0.725,2690233.90108786,2690233.80772239,-0.000256631057709455
29,1,2,1,noise,7,1,CFS,37,0.75,2690233.99609808,2690233.90781841,-0.000198579858988523
29,1,2,1,noise,7,1,CFS,38,0.775,2690234.09110829,2690233.99786775,-0.000265686772763729
29,1,2,1,noise,7,1,CFS,39,0.8,2690234.18611851,2690234.09790521,-0.000257138162851334
29,1,2,1,noise,7,1,CFS,40,0.825,2690234.28112873,2690234.18795969,-0.000260555185377598
29,1,2,1,noise,7,1,CFS,41,0.85,2690234.37613895,2690234.28806235,-0.000191939529031515
29,1,2,1,noise,7,1,CFS,42,0.875,2690234.47114917,2690234.37809721,-0.000280175358057022
29,1,2,1,noise,7,1,CFS,43,0.9,2690234.56615939,2690234.47816093,-0.000230877194553614
29,1,2,1,noise,7,1,CFS,44,0.925,2690234.66116961,2690234.56821541,-0.000260555185377598
29,1,2,1,noise,7,1,CFS,45,0.95,2690234.75617983,2690234.66825861,-0.000251403544098139
29,1,2,1,noise,7,1,CFS,46,0.975,2690234.85119005,2690234.75831158,-0.000262064393609762
29,1,2,1,noise,7,1,CFS,47,1,2690234.94620027,2690234.85841484,-0.000191335566341877
29,1,2,1,noise,7,1,CFS,48,1,2690235.04121048,2690234.94843944,-0.000290438067167997
29,1,2,1,noise,7,1,CFS,49,1,2690235.1362207,NaN,NaN
29,1,2,1,noise,7,1,CFS,50,1,2690235.23123092,NaN,NaN
29,1,2,1,noise,7,1,CFS,51,1,2690235.32624114,NaN,NaN
29,1,2,1,noise,7,1,CFS,52,1,2690235.42125136,NaN,NaN
29,1,2,1,noise,7,1,CFS,53,1,2690235.51626158,NaN,NaN
29,1,2,1,noise,7,1,CFS,54,1,2690235.6112718,NaN,NaN
29,1,2,1,noise,7,1,CFS,55,1,2690235.70628202,NaN,NaN
29,1,2,1,noise,7,1,CFS,56,1,2690235.80129224,NaN,NaN
29,1,2,1,noise,7,1,CFS,57,1,2690235.89630246,NaN,NaN
29,1,2,1,noise,7,1,CFS,58,1,2690235.99131267,NaN,NaN
29,1,2,1,noise,7,1,CFS,59,1,2690236.08632289,NaN,NaN
29,1,2,1,noise,7,1,CFS,60,1,2690236.18133311,NaN,NaN
29,1,2,1,noise,7,1,CFS,61,1,2690236.27634333,NaN,NaN
29,1,2,1,noise,7,1,CFS,62,1,2690236.37135355,NaN,NaN
29,1,2,1,noise,7,1,CFS,63,1,2690236.46636377,NaN,NaN
29,1,2,1,noise,7,1,CFS,64,1,2690236.56137399,NaN,NaN
29,1,2,1,noise,7,1,CFS,65,1,2690236.65638421,NaN,NaN
29,1,2,1,noise,7,1,CFS,66,1,2690236.75139443,NaN,NaN
29,1,2,1,noise,7,1,CFS,67,1,2690236.84640465,NaN,NaN
29,1,2,1,noise,7,1,CFS,68,1,2690236.94141486,NaN,NaN
29,1,2,1,noise,7,1,CFS,69,1,2690237.03642508,NaN,NaN
29,1,2,1,noise,7,1,CFS,70,1,2690237.1314353,NaN,NaN
29,1,2,1,noise,7,1,CFS,71,1,2690237.22644552,NaN,NaN
29,1,2,1,noise,7,1,CFS,72,1,2690237.32145574,NaN,NaN
29,1,2,1,noise,7,1,CFS,73,1,2690237.41646596,NaN,NaN
29,1,2,1,noise,7,1,CFS,74,1,2690237.51147618,NaN,NaN
29,1,2,1,noise,7,1,CFS,75,1,2690237.6064864,NaN,NaN
29,1,2,1,noise,7,1,CFS,76,1,2690237.70149662,NaN,NaN
29,1,2,1,noise,7,1,CFS,77,1,2690237.79650684,NaN,NaN
29,1,2,1,noise,7,1,CFS,78,1,2690237.89151705,NaN,NaN
29,1,2,1,noise,7,1,CFS,79,1,2690237.98652727,NaN,NaN
29,1,2,1,noise,7,1,CFS,80,1,2690238.08153749,NaN,NaN
29,1,2,1,noise,7,1,CFS,81,1,2690238.17654771,NaN,NaN
29,1,2,1,noise,7,1,CFS,82,1,2690238.27155793,NaN,NaN
29,1,2,1,noise,7,1,CFS,83,1,2690238.36656815,NaN,NaN
29,1,2,1,noise,7,1,CFS,84,1,2690238.46157837,NaN,NaN
29,1,2,1,noise,7,1,CFS,85,1,2690238.55658859,NaN,NaN
29,1,2,1,noise,7,1,CFS,86,1,2690238.65159881,NaN,NaN
29,1,2,1,noise,7,1,CFS,87,1,2690238.74660903,NaN,NaN
29,1,2,1,noise,7,1,CFS,88,1,2690238.84161924,NaN,NaN
29,1,2,1,noise,7,1,CFS,89,1,2690238.93662946,NaN,NaN
29,1,2,1,noise,7,1,CFS,90,1,2690239.03163968,NaN,NaN
29,1,2,1,noise,7,1,CFS,91,1,2690239.1266499,NaN,NaN
29,1,2,1,noise,7,1,CFS,92,1,2690239.22166012,NaN,NaN
29,1,2,1,noise,7,1,CFS,93,1,2690239.31667034,NaN,NaN
29,1,2,1,noise,7,1,CFS,94,1,2690239.41168056,NaN,NaN
29,1,2,1,noise,7,1,CFS,95,1,2690239.50669078,NaN,NaN
29,1,2,1,noise,7,1,CFS,96,1,2690239.601701,NaN,NaN
29,1,2,1,noise,7,1,CFS,97,1,2690239.69671122,NaN,NaN
29,1,2,1,noise,7,1,CFS,98,1,2690239.79172144,NaN,NaN
29,1,2,1,noise,7,1,CFS,99,1,2690239.88673165,NaN,NaN
29,1,2,1,noise,7,1,CFS,100,1,2690239.98174187,NaN,NaN
29,1,2,1,noise,7,1,CFS,101,1,2690240.07675209,NaN,NaN
29,1,2,1,noise,7,1,CFS,102,1,2690240.17176231,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,1,0,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,2,0,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,3,0,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,4,0,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,5,0,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,6,0,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,7,0,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,8,0,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,9,0,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,10,0,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,11,0,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,12,0.025,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,13,0.05,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,14,0.075,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,15,0.1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,16,0.125,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,17,0.15,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,18,0.175,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,19,0.2,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,20,0.225,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,21,0.25,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,22,0.275,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,23,0.3,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,24,0.325,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,25,0.35,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,26,0.375,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,27,0.4,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,28,0.425,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,29,0.45,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,30,0.475,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,31,0.5,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,32,0.525,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,33,0.55,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,34,0.575,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,35,0.6,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,36,0.625,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,37,0.65,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,38,0.675,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,39,0.7,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,40,0.725,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,41,0.75,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,42,0.775,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,43,0.8,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,44,0.825,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,45,0.85,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,46,0.875,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,47,0.9,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,48,0.925,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,49,0.95,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,50,0.975,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,51,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,52,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,53,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,54,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,55,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,56,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,57,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,58,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,59,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,60,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,61,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,62,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,63,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,64,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,65,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,66,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,67,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,68,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,69,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,70,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,71,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,72,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,73,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,74,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,75,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,76,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,77,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,78,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,79,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,80,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,81,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,82,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,83,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,84,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,85,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,86,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,87,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,88,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,89,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,90,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,91,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,92,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,93,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,94,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,95,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,96,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,97,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,98,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,99,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,100,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,101,1,NaN,NaN,NaN
29,1,1,2,noise,11,1,Not Studied,102,1,NaN,NaN,NaN
29,1,2,2,noise,11,1,Not Studied,1,0,2690250.47821557,2690250.47821557,0.00132400402799249
29,1,2,2,noise,11,1,Not Studied,2,0,2690250.57322579,2690250.49816009,0.00946598686277866
29,1,2,2,noise,11,1,Not Studied,3,0,2690250.668236,2690250.57825786,-0.000237711705267429
29,1,2,2,noise,11,1,Not Studied,4,0,2690250.76324622,2690250.67831041,-0.00024204608052969
29,1,2,2,noise,11,1,Not Studied,5,0,2690250.85825644,2690250.76836791,-0.000257536768913269
29,1,2,2,noise,11,1,Not Studied,6,0,2690250.95326666,2690250.86842649,-0.000236008781939745
29,1,2,2,noise,11,1,Not Studied,7,0,2690251.04827688,2690250.95848309,-0.000258442480117083
29,1,2,2,noise,11,1,Not Studied,8,0,2690251.1432871,2690251.058545,0.0097468732856214
29,1,2,2,noise,11,1,Not Studied,9,0,2690251.23829732,2690251.14860068,-0.000259347725659609
29,1,2,2,noise,11,1,Not Studied,10,0,2690251.33330754,2690251.24870153,0.00978581141680479
29,1,2,2,noise,11,1,Not Studied,11,0,2690251.42831776,2690251.33872402,-0.000292550772428513
29,1,2,2,noise,11,1,Not Studied,12,0.025,2690251.52332798,2690251.43874246,0.00970340706408024
29,1,2,2,noise,11,1,Not Studied,13,0.05,2690251.61833819,2690251.52885308,-0.000204411800950766
29,1,2,2,noise,11,1,Not Studied,14,0.075,2690251.71334841,2690251.62889205,0.00972393294796348
29,1,2,2,noise,11,1,Not Studied,15,0.1,2690251.80835863,2690251.71894895,-0.00025814026594162
29,1,2,2,noise,11,1,Not Studied,16,0.125,2690251.90336885,2690251.81902323,0.0097592486999929
29,1,2,2,noise,11,1,Not Studied,17,0.15,2690251.99837907,2690251.90906835,-0.00026991218328476
29,1,2,2,noise,11,1,Not Studied,18,0.175,2690252.09338929,2690252.00915169,0.00976830441504717
29,1,2,2,noise,11,1,Not Studied,19,0.2,2690252.18839951,2690252.09919923,-0.000267497729510069
29,1,2,2,noise,11,1,Not Studied,20,0.225,2690252.28340973,2690252.19924846,0.00973419565707445
29,1,2,2,noise,11,1,Not Studied,21,0.25,2690252.37841995,2690252.28932045,-0.000243048183619976
29,1,2,2,noise,11,1,Not Studied,22,0.275,2690252.47343017,2690252.38939322,0.00975773949176073
29,1,2,2,noise,11,1,Not Studied,23,0.3,2690252.56844038,2690252.47942114,-0.000287117436528206
29,1,2,2,noise,11,1,Not Studied,24,0.325,2690252.6634506,2690252.56950762,-0.000228559598326683
29,1,2,2,noise,11,1,Not Studied,25,0.35,2690252.75846082,2690252.66955715,-0.000245064496994019
29,1,2,2,noise,11,1,Not Studied,26,0.375,2690252.85347104,2690252.75961103,-0.000261158682405949
29,1,2,2,noise,11,1,Not Studied,27,0.4,2690252.94848126,2690252.85970342,-0.00020220223814249
29,1,2,2,noise,11,1,Not Studied,28,0.425,2690253.04349148,2690252.94976756,-0.000250895973294973
29,1,2,2,noise,11,1,Not Studied,29,0.45,2690253.1385017,2690253.04978721,-0.000274947378784418
29,1,2,2,noise,11,1,Not Studied,30,0.475,2690253.23351192,2690253.13985045,-0.000251801684498787
29,1,2,2,noise,11,1,Not Studied,31,0.5,2690253.32852214,2690253.239855,-0.000290039461106062
29,1,2,2,noise,11,1,Not Studied,32,0.525,2690253.42353236,2690253.3299279,-0.000242142472416162
29,1,2,2,noise,11,1,Not Studied,33,0.55,2690253.51854258,2690253.43003659,-0.000185902696102858
29,1,2,2,noise,11,1,Not Studied,34,0.575,2690253.61355279,2690253.52009862,-0.000253009144216776
29,1,2,2,noise,11,1,Not Studied,35,0.6,2690253.70856301,2690253.62013578,-0.000257439911365509
