participant,answer,arrow_to,rep,trial,max_alpha,jitter,trial_start,trial_end,exitflag,response,rt,eyes_1,eyes_2,version,seed,rt_robo
8,\RIGHT,right,5,1,0.6,10,3262331.17392534,3262338.13835057,OK,RightArrow,6.78872109390795,0,1,68255c2,1500363570,0.2
8,\LEFT,left,3,2,0.6,3,3262341.3503838,3262351.11648943,OK,LeftArrow,9.6116691972129,1,0,68255c2,1500363570,0.2
8,\LEFT,right,2,3,0.6,11,3262353.28788588,3262357.44049038,OK,LeftArrow,3.97778690047562,0,1,68255c2,1500363570,0.2
8,\LEFT,left,7,4,0.6,7,3262362.24353061,3262365.7357269,OK,LeftArrow,3.35788476001471,1,0,68255c2,1500363570,0.2
8,\RIGHT,left,7,5,0.6,4,3262367.91709856,3262371.78955601,OK,RightArrow,3.70001992210746,1,0,68255c2,1500363570,0.2
8,\RIGHT,left,3,6,0.6,5,3262373.46060654,3262377.14292088,OK,RightArrow,3.53224295238033,1,0,68255c2,1500363570,0.2
8,\RIGHT,right,1,7,0.6,4,3262378.81396446,3262381.93593216,OK,RightArrow,3.00269974162802,0,1,68255c2,1500363570,0.2
8,\RIGHT,left,1,8,0.6,7,3262383.35682014,3262389.4206625,OK,RightArrow,5.89153553824872,1,0,68255c2,1500363570,0.2
8,\RIGHT,right,7,9,0.6,2,3262390.72148474,3262394.09366146,OK,RightArrow,3.2466939939186,0,1,68255c2,1500363570,0.2
8,\LEFT,right,9,10,0.6,9,3262395.44447993,3262398.26624901,OK,LeftArrow,2.6915144091472,0,1,68255c2,1500363570,0.2
8,\RIGHT,right,3,11,0.6,3,3262403.49926107,3262406.05115895,OK,RightArrow,2.38031609682366,0,1,68255c2,1500363570,0.2
8,\RIGHT,right,10,12,0.6,1,3262407.68217851,3262409.46333073,OK,RightArrow,1.63725455896929,0,1,68255c2,1500363570,0.2
8,\RIGHT,right,4,13,0.6,5,3262410.93429281,3262414.24632815,OK,RightArrow,3.13698621466756,0,1,68255c2,1500363570,0.2
8,\LEFT,right,6,14,0.6,11,3262415.49712609,3262418.70914996,OK,LeftArrow,3.11783960321918,0,1,68255c2,1500363570,0.2
8,\RIGHT,left,10,15,0.6,1,3262420.27012596,3262423.38209912,OK,RightArrow,2.95269234571606,1,0,68255c2,1500363570,0.2
8,\RIGHT,right,6,16,0.6,3,3262424.63289102,3262426.41402906,OK,LeftArrow,1.6538704643026,0,1,68255c2,1500363570,0.2
8,\RIGHT,right,9,17,0.6,7,3262428.59540132,3262431.32710246,OK,RightArrow,2.59512150939554,0,1,68255c2,1500363570,0.2
8,\RIGHT,left,6,18,0.6,3,3262432.81801347,3262435.5497804,OK,RightArrow,2.55632510408759,1,0,68255c2,1500363570,0.2
8,\LEFT,left,2,19,0.6,4,3262437.14077835,3262441.96381218,OK,LeftArrow,4.67326791258529,1,0,68255c2,1500363570,0.2
8,\RIGHT,left,4,20,0.6,11,3262443.58485561,3262448.68807695,OK,RightArrow,4.98090258985758,1,0,68255c2,1500363570,0.2
8,\RIGHT,right,2,21,0.6,11,3262453.0708347,3262456.92326142,OK,RightArrow,3.7425517141819,0,1,68255c2,1500363570,0.2
8,\LEFT,right,5,22,0.6,7,3262458.94455328,3262462.24663604,OK,LeftArrow,3.14060720009729,0,1,68255c2,1500363570,0.2
8,\RIGHT,left,8,23,0.6,1,3262463.5374414,3262467.11970775,OK,RightArrow,3.40348304063082,1,0,68255c2,1500363570,0.2
8,\LEFT,left,6,24,0.6,1,3262468.35055879,3262471.08221262,OK,RightArrow,2.55810640426353,1,0,68255c2,1500363570,0.2
8,\LEFT,right,3,25,0.6,11,3262474.41430887,3262477.61633639,OK,LeftArrow,3.08616835344583,0,1,68255c2,1500363570,0.2
8,\RIGHT,left,2,26,0.6,4,3262479.21733642,3262483.37993426,OK,RightArrow,4.06676667928696,1,0,68255c2,1500363570,0.2
8,\LEFT,left,8,27,0.6,1,3262485.15110251,3262495.86786632,OK,LeftArrow,10.5965082058683,1,0,68255c2,1500363570,0.2
8,\LEFT,left,10,28,0.6,3,3262498.54961167,3262504.03302565,OK,LeftArrow,5.34161718841642,1,0,68255c2,1500363570,0.2
8,\RIGHT,left,5,29,0.6,9,3262505.70407165,3262509.95677697,OK,RightArrow,4.06693873368204,1,0,68255c2,1500363570,0.2
