participant,answer,arrow_to,rep,trial,max_alpha,jitter,trial_start,trial_end,exitflag,response,rt,eyes_1,eyes_2,version,seed,rt_robo
18,\RIGHT,right,10,1,0.6,5,2443894.94942858,2443905.87586048,OK,RightArrow,10.8084304118529,0,1,68255c2,1597716640,0.2
18,\LEFT,right,5,2,0.6,1,2443908.27732045,2443910.158459,OK,RightArrow,1.69620170257986,0,1,68255c2,1597716640,0.2
18,\LEFT,right,2,3,0.6,11,2443913.85060451,2443915.2313914,CAUGHT,RightArrow,1.25871562492102,0,1,68255c2,1597716640,0.2
18,\RIGHT,right,6,4,0.6,2,2443918.52335919,2443924.957138,OK,LeftArrow,6.25733679672703,0,1,68255c2,1597716640,0.2
18,\RIGHT,right,2,5,0.6,11,2443929.24971068,2443931.50100997,OK,RightArrow,2.13862475799397,0,1,68255c2,1597716640,0.2
18,\RIGHT,right,5,6,0.6,2,2443935.26322821,2443942.93778007,OK,LeftArrow,7.55644442234188,0,1,68255c2,1597716640,0.2
18,\RIGHT,right,1,7,0.6,4,2443945.57937831,2443947.46045256,OK,LeftArrow,1.76805259846151,0,1,68255c2,1597716640,0.2
18,\LEFT,right,1,8,0.6,4,2443949.84188118,2443951.32277379,OK,RightArrow,1.35331899765879,0,1,68255c2,1597716640,0.2
18,\LEFT,right,9,9,0.6,4,2443953.50409604,2443955.85545848,OK,LeftArrow,2.24280869262293,0,1,68255c2,1597716640,0.2
18,\RIGHT,left,1,10,0.6,7,2443958.26687782,2443965.27100857,OK,RightArrow,6.87950164172798,1,0,68255c2,1597716640,0.2
18,\RIGHT,right,9,11,0.6,1,2443973.63599056,2443976.7478157,OK,RightArrow,2.95768766151741,0,1,68255c2,1597716640,0.2
18,\LEFT,left,8,12,0.6,6,2443979.06920734,2443983.22164241,OK,RightArrow,3.9961463441141,1,0,68255c2,1597716640,0.2
18,\LEFT,left,7,13,0.6,5,2443985.42294016,2443989.0050547,OK,RightArrow,3.3939639441669,1,0,68255c2,1597716640,0.2
18,\LEFT,left,10,14,0.6,8,2443991.16635677,2443995.03866665,OK,RightArrow,3.7542839362286,1,0,68255c2,1597716640,0.2
18,\RIGHT,left,2,15,0.6,2,2443996.9497597,2443999.77145077,OK,LeftArrow,2.65859663765877,1,0,68255c2,1597716640,0.2
18,\LEFT,left,6,16,0.6,11,2444001.67253675,2444006.11520581,OK,RightArrow,4.32746053533629,1,0,68255c2,1597716640,0.2
18,\RIGHT,left,7,17,0.6,1,2444008.59666045,2444011.89862262,OK,LeftArrow,3.12296352675185,1,0,68255c2,1597716640,0.2
18,\RIGHT,right,4,18,0.6,4,2444014.04986179,2444017.26176366,OK,RightArrow,3.06150696752593,0,1,68255c2,1597716640,0.2
18,\RIGHT,left,10,19,0.6,1,2444020.07348539,2444022.89508711,OK,LeftArrow,2.6535325832665,1,0,68255c2,1597716640,0.2
18,\RIGHT,left,5,20,0.6,3,2444024.89630566,2444031.72032305,OK,RightArrow,6.71817511739209,1,0,68255c2,1597716640,0.2
18,\LEFT,right,6,21,0.6,5,2444035.57257412,2444038.77448341,OK,LeftArrow,3.03352562850341,0,1,68255c2,1597716640,0.2
18,\LEFT,left,3,22,0.6,1,2444040.61552878,2444043.53727454,OK,RightArrow,2.81426507653669,1,0,68255c2,1597716640,0.2
18,\LEFT,left,9,23,0.6,10,2444046.02873656,2444050.07113311,OK,RightArrow,3.89661565283313,1,0,68255c2,1597716640,0.2
18,\LEFT,left,2,24,0.6,3,2444052.09198245,2444056.63500594,OK,RightArrow,4.40104824770242,1,0,68255c2,1597716640,0.2
18,\RIGHT,left,4,25,0.6,7,2444058.49574881,2444060.09700636,OK,RightArrow,1.47707547154278,1,0,68255c2,1597716640,0.2
18,\RIGHT,left,6,26,0.6,11,2444061.95810451,2444063.83922072,OK,LeftArrow,1.71048712404445,1,0,68255c2,1597716640,0.2
18,\LEFT,right,7,27,0.6,11,2444066.19059252,2444068.71178506,OK,LeftArrow,2.41369676310569,0,1,68255c2,1597716640,0.2
18,\LEFT,right,3,28,0.6,10,2444070.66322181,2444071.97400118,CAUGHT,RightArrow,1.13286555418745,0,1,68255c2,1597716640,0.2
18,\RIGHT,left,3,29,0.6,5,2444074.22531556,2444077.42716117,OK,RightArrow,3.09848902421072,1,0,68255c2,1597716640,0.2
18,\LEFT,left,4,30,0.6,8,2444079.24823828,2444080.93921384,OK,LeftArrow,1.53932075202465,1,0,68255c2,1597716640,0.2
18,\LEFT,right,10,31,0.6,5,2444084.83118832,2444087.28295046,OK,RightArrow,2.28400661889464,0,1,68255c2,1597716640,0.2
18,\RIGHT,right,8,32,0.6,9,2444089.22407679,2444091.66549833,OK,LeftArrow,2.25884632440284,0,1,68255c2,1597716640,0.2
18,\LEFT,left,1,33,0.6,8,2444093.58661987,2444094.41710218,CAUGHT,RightArrow,0.688185301609337,1,0,68255c2,1597716640,0.2
18,\LEFT,right,4,34,0.6,3,2444096.22814838,2444096.84851091,CAUGHT,LeftArrow,0.52643106225878,0,1,68255c2,1597716640,0.2
18,\RIGHT,left,9,35,0.6,10,2444098.59953944,2444099.72022525,CAUGHT,RightArrow,1.01100164884701,1,0,68255c2,1597716640,0.2
18,\LEFT,left,5,36,0.6,3,2444101.56129236,2444102.972041,OK,LeftArrow,1.24888694612309,1,0,68255c2,1597716640,0.2
18,\RIGHT,right,7,37,0.6,6,2444105.02293117,2444106.15396573,OK,RightArrow,1.01918346062303,0,1,68255c2,1597716640,0.2
18,\RIGHT,right,3,38,0.6,5,2444107.94498723,2444109.63597426,OK,LeftArrow,1.52887872373685,0,1,68255c2,1597716640,0.2
18,\RIGHT,left,8,39,0.6,7,2444111.5170473,2444112.44760513,CAUGHT,RightArrow,0.804692966397852,1,0,68255c2,1597716640,0.2
18,\LEFT,right,8,40,0.6,4,2444114.46875451,2444117.18034397,OK,LeftArrow,2.55675622774288,0,1,68255c2,1597716640,0.2
