participant,answer,arrow_to,rep,trial,max_alpha,jitter,trial_start,trial_end,exitflag,response,rt,eyes_1,eyes_2,version,seed,rt_robo
10,\RIGHT,right,7,1,0.6,7,3267972.32844991,3267980.91382621,OK,RightArrow,8.43330606585369,0,1,68255c2,1500930595,0.2
10,\LEFT,right,8,2,0.6,3,3267984.00577166,3267990.90009237,OK,LeftArrow,6.77954577701166,0,1,68255c2,1500930595,0.2
10,\RIGHT,left,8,3,0.6,1,3267998.52489835,3268003.34795995,OK,RightArrow,4.70784567063674,1,0,68255c2,1500930595,0.2
10,\LEFT,left,7,4,0.6,1,3268005.77947303,3268011.74327072,OK,LeftArrow,5.8129257960245,1,0,68255c2,1500930595,0.2
10,\LEFT,left,10,5,0.6,11,3268014.11474172,3268018.17731028,OK,LeftArrow,3.94136333325878,1,0,68255c2,1500930595,0.2
10,\RIGHT,right,4,6,0.6,6,3268020.3987105,3268023.39058411,OK,RightArrow,2.89705606270581,0,1,68255c2,1500930595,0.2
10,\LEFT,left,9,7,0.6,7,3268025.27178312,3268028.66388855,OK,LeftArrow,3.23984231380746,1,0,68255c2,1500930595,0.2
10,\RIGHT,right,5,8,0.6,6,3268030.35497554,3268033.46694779,OK,RightArrow,2.98846603138372,0,1,68255c2,1500930595,0.2
10,\LEFT,left,2,9,0.6,10,3268035.14800794,3268038.64020001,OK,LeftArrow,3.37114983517677,1,0,68255c2,1500930595,0.2
10,\LEFT,right,4,10,0.6,11,3268040.35130897,3268043.36319369,OK,LeftArrow,2.91159826237708,0,1,68255c2,1500930595,0.2
10,\LEFT,right,9,11,0.6,9,3268048.08616443,3268051.26817451,OK,LeftArrow,3.00832561124116,0,1,68255c2,1500930595,0.2
10,\RIGHT,right,8,12,0.6,4,3268052.91920879,3268054.77002877,OK,RightArrow,1.75915705552325,0,1,68255c2,1500930595,0.2
10,\LEFT,right,3,13,0.6,6,3268056.31136041,3268058.75287889,OK,LeftArrow,2.32695304136723,0,1,68255c2,1500930595,0.2
10,\LEFT,left,5,14,0.6,2,3268060.28385256,3268063.20573031,OK,LeftArrow,2.76227576378733,1,0,68255c2,1500930595,0.2
10,\LEFT,left,8,15,0.6,9,3268064.6966371,3268068.1688425,OK,LeftArrow,3.34124349895865,1,0,68255c2,1500930595,0.2
