participant,answer,arrow_to,rep,trial,max_alpha,jitter,trial_start,trial_end,exitflag,response,rt,eyes_1,eyes_2,version,seed,rt_robo
22,\RIGHT,right,2,1,0.6,7,260201.024137354,260219.866438745,OK,NO RESPONSE,NaN,0,1,68255c2,1621361590,0.2
22,\RIGHT,right,5,2,0.6,8,260220.987184681,260239.869483874,OK,NO RESPONSE,NaN,0,1,68255c2,1621361590,0.2
22,\RIGHT,left,9,3,0.6,9,260241.030274702,260259.912660829,OK,NO RESPONSE,NaN,1,0,68255c2,1621361590,0.2
22,\LEFT,left,5,4,0.6,3,260261.053378499,260279.935692483,OK,NO RESPONSE,NaN,1,0,68255c2,1621361590,0.2
22,\RIGHT,right,6,5,0.6,9,260281.096541267,260299.978812991,OK,NO RESPONSE,NaN,0,1,68255c2,1621361590,0.2
22,\LEFT,right,9,6,0.6,4,260301.139582388,260320.021954026,OK,NO RESPONSE,NaN,0,1,68255c2,1621361590,0.2
22,\LEFT,left,8,7,0.6,2,260321.162694033,260340.045074426,OK,NO RESPONSE,NaN,1,0,68255c2,1621361590,0.2
22,\RIGHT,right,10,8,0.6,8,260341.205868272,260346.309178069,OK,RightArrow,4.91419848636724,0,1,68255c2,1621361590,0.2
22,\LEFT,left,7,9,0.6,9,260352.022943814,260361.09884715,OK,LeftArrow,8.96085584780667,1,0,68255c2,1621361590,0.2
22,\LEFT,left,9,10,0.6,10,260363.890675712,260367.773225748,OK,LeftArrow,3.6929400585359,1,0,68255c2,1621361590,0.2
22,\LEFT,left,10,11,0.6,9,260375.037673507,260380.251433819,OK,LeftArrow,5.02571878078743,1,0,68255c2,1621361590,0.2
22,\RIGHT,right,4,12,0.6,1,260382.382802388,260387.586267278,OK,RightArrow,5.05648611218203,0,1,68255c2,1621361590,0.2
22,\RIGHT,left,2,13,0.6,3,260390.208005417,260392.559467851,OK,RightArrow,2.21521375063458,1,0,68255c2,1621361590,0.2
22,\LEFT,right,1,14,0.6,1,260394.810961437,260399.824275122,OK,LeftArrow,4.89207994850585,0,1,68255c2,1621361590,0.2
22,\RIGHT,right,3,15,0.6,9,260401.755540275,260405.317841653,OK,RightArrow,3.39538407020154,0,1,68255c2,1621361590,0.2
22,\RIGHT,right,1,16,0.6,11,260407.478936451,260410.411188373,OK,LeftArrow,2.79187625570921,0,1,68255c2,1621361590,0.2
22,\RIGHT,right,9,17,0.6,4,260414.583961698,260417.485798555,OK,RightArrow,2.72670693835244,0,1,68255c2,1621361590,0.2
22,\LEFT,left,2,18,0.6,11,260419.337022221,260423.599809166,OK,LeftArrow,4.14949867664836,1,0,68255c2,1621361590,0.2
22,\LEFT,right,5,19,0.6,11,260425.411044086,260429.283563127,OK,LeftArrow,3.73139446854475,0,1,68255c2,1621361590,0.2
22,\LEFT,right,7,20,0.6,6,260431.024362238,260435.377531067,OK,LeftArrow,4.17391887062695,0,1,68255c2,1621361590,0.2
22,\LEFT,left,3,21,0.6,4,260440.170670291,260442.902460191,OK,LeftArrow,2.62741998385172,1,0,68255c2,1621361590,0.2
22,\LEFT,left,6,22,0.6,3,260444.66365122,260447.295335532,OK,LeftArrow,2.50241273929714,1,0,68255c2,1621361590,0.2
22,\RIGHT,left,8,23,0.6,9,260449.026498476,260452.798961131,OK,RightArrow,3.59544009476667,1,0,68255c2,1621361590,0.2
22,\RIGHT,left,5,24,0.6,10,260454.940371561,260459.002973589,OK,RightArrow,3.91349485877436,1,0,68255c2,1621361590,0.2
22,\LEFT,right,3,25,0.6,2,260460.794191495,260463.505922123,OK,LeftArrow,2.57150558798458,0,1,68255c2,1621361590,0.2
22,\LEFT,left,4,26,0.6,2,260465.257112042,260467.698723932,OK,LeftArrow,2.3005491977965,1,0,68255c2,1621361590,0.2
22,\RIGHT,left,3,27,0.6,2,260469.209774296,260472.321767298,OK,RightArrow,3.01175278433948,1,0,68255c2,1621361590,0.2
22,\LEFT,right,6,28,0.6,6,260474.022819147,260476.754653119,OK,LeftArrow,2.59062186066876,0,1,68255c2,1621361590,0.2
22,\RIGHT,left,1,29,0.6,10,260478.325679056,260482.108157914,OK,RightArrow,3.66365454089828,1,0,68255c2,1621361590,0.2
22,\RIGHT,right,8,30,0.6,11,260483.969396275,260487.171516696,OK,RightArrow,3.1077866308915,0,1,68255c2,1621361590,0.2
22,\LEFT,right,10,31,0.6,3,260491.134090712,260494.246143783,OK,LeftArrow,2.97501774918055,0,1,68255c2,1621361590,0.2
22,\LEFT,right,4,32,0.6,5,260495.857174768,260499.439537834,OK,LeftArrow,3.40379409518209,0,1,68255c2,1621361590,0.2
22,\RIGHT,left,10,33,0.6,5,260500.980566476,260503.041968926,OK,RightArrow,1.96039008317166,1,0,68255c2,1621361590,0.2
22,\RIGHT,right,7,34,0.6,11,260504.702984939,260509.996474014,OK,RightArrow,5.16578866660711,0,1,68255c2,1621361590,0.2
22,\LEFT,right,8,35,0.6,5,260511.587482553,260514.899680998,OK,LeftArrow,3.12913724573446,0,1,68255c2,1621361590,0.2
22,\LEFT,left,1,36,0.6,9,260516.440670701,260520.313199703,OK,LeftArrow,3.69193276326405,1,0,68255c2,1621361590,0.2
22,\RIGHT,left,7,37,0.6,8,260521.924334829,260525.996932534,OK,RightArrow,3.95210321558989,1,0,68255c2,1621361590,0.2
22,\LEFT,right,2,38,0.6,5,260527.547975569,260530.449844725,OK,LeftArrow,2.75236685710843,0,1,68255c2,1621361590,0.2
22,\RIGHT,left,4,39,0.6,3,260531.880796853,260535.373112189,OK,RightArrow,3.33147258902318,1,0,68255c2,1621361590,0.2
22,\RIGHT,left,6,40,0.6,2,260537.014176692,260539.265625604,OK,RightArrow,2.15790930538788,1,0,68255c2,1621361590,0.2
