participant,answer,arrow_to,rep,trial,max_alpha,jitter,trial_start,trial_end,exitflag,response,rt,eyes_1,eyes_2,version,seed,rt_robo
23,\RIGHT,left,1,1,0.6,1,2681752.79148091,2681757.19410992,OK,RightArrow,4.23719286499545,1,0,68255c2,1621505397,0.2
23,\LEFT,left,9,2,0.6,6,2681760.87628578,2681765.29887249,OK,LeftArrow,4.2478479957208,1,0,68255c2,1621505397,0.2
23,\RIGHT,right,8,3,0.6,5,2681767.47018133,2681769.63142847,OK,RightArrow,2.0457138302736,0,1,68255c2,1621505397,0.2
23,\LEFT,right,2,4,0.6,8,2681772.01285981,2681774.93460708,OK,LeftArrow,2.78271260904148,0,1,68255c2,1621505397,0.2
23,\LEFT,right,9,5,0.6,5,2681780.74803937,2681782.50908644,OK,LeftArrow,1.58311092387885,0,1,68255c2,1621505397,0.2
23,\LEFT,right,10,6,0.6,1,2681784.30011156,2681785.89107317,OK,RightArrow,1.40687929047272,0,1,68255c2,1621505397,0.2
23,\RIGHT,right,4,7,0.6,4,2681788.3925495,2681791.1241703,OK,LeftArrow,2.57009928906336,0,1,68255c2,1621505397,0.2
23,\LEFT,right,6,8,0.6,10,2681793.43554582,2681797.30779895,OK,LeftArrow,3.68670837348327,0,1,68255c2,1621505397,0.2
23,\RIGHT,left,5,9,0.6,3,2681799.14892582,2681802.26076696,OK,RightArrow,2.95706767169759,1,0,68255c2,1621505397,0.2
23,\RIGHT,left,10,10,0.6,3,2681804.39167415,2681807.03355823,OK,RightArrow,2.48203569138423,1,0,68255c2,1621505397,0.2
23,\LEFT,left,7,11,0.6,7,2681813.63749435,2681816.93944958,OK,LeftArrow,3.12366682570428,1,0,68255c2,1621505397,0.2
23,\LEFT,left,2,12,0.6,3,2681818.690492,2681823.79351353,OK,LeftArrow,4.93414163403213,1,0,68255c2,1621505397,0.2
23,\LEFT,left,4,13,0.6,11,2681825.19401484,2681828.3762399,OK,LeftArrow,3.0863971109502,1,0,68255c2,1621505397,0.2
23,\RIGHT,left,7,14,0.6,3,2681829.94711886,2681831.99836008,OK,RightArrow,1.89314171811566,1,0,68255c2,1621505397,0.2
23,\RIGHT,right,1,15,0.6,2,2681833.62932823,2681836.05073412,OK,RightArrow,2.32258030446246,0,1,68255c2,1621505397,0.2
23,\LEFT,left,8,16,0.6,7,2681837.56131047,2681840.20317885,OK,LeftArrow,2.4704297487624,1,0,68255c2,1621505397,0.2
23,\RIGHT,right,7,17,0.6,9,2681841.72412629,2681844.64585938,OK,RightArrow,2.76337490556762,0,1,68255c2,1621505397,0.2
23,\LEFT,right,5,18,0.6,9,2681846.25681491,2681849.24857937,OK,LeftArrow,2.84639889793471,0,1,68255c2,1621505397,0.2
23,\RIGHT,right,6,19,0.6,5,2681850.7895005,2681853.33099152,OK,RightArrow,2.43348180130124,0,1,68255c2,1621505397,0.2
23,\LEFT,right,4,20,0.6,9,2681854.93197771,2681858.52404377,OK,LeftArrow,3.42673375271261,0,1,68255c2,1621505397,0.2
23,\LEFT,left,10,21,0.6,2,2681863.23683125,2681865.30809597,OK,LeftArrow,1.96147551527247,1,0,68255c2,1621505397,0.2
23,\LEFT,right,1,22,0.6,2,2681866.85900033,2681868.74011141,OK,LeftArrow,1.75515264645219,0,1,68255c2,1621505397,0.2
23,\LEFT,left,1,23,0.6,2,2681870.57114971,2681873.75307112,OK,LeftArrow,3.05865000421181,1,0,68255c2,1621505397,0.2
23,\RIGHT,right,2,24,0.6,3,2681875.48405473,2681877.62535474,OK,RightArrow,1.95345126604661,0,1,68255c2,1621505397,0.2
23,\RIGHT,left,4,25,0.6,2,2681879.20624952,2681881.81782866,OK,RightArrow,2.51901503140107,1,0,68255c2,1621505397,0.2
23,\RIGHT,left,6,26,0.6,11,2681883.29870527,2681886.12033989,OK,RightArrow,2.65035053249449,1,0,68255c2,1621505397,0.2
23,\RIGHT,left,3,27,0.6,4,2681887.48116426,2681889.54240259,OK,RightArrow,1.96366147743538,1,0,68255c2,1621505397,0.2
