participant,answer,arrow_to,rep,trial,max_alpha,jitter,trial_start,trial_end,exitflag,response,rt,eyes_1,eyes_2,version,seed,rt_robo
25,\LEFT,right,7,15,0.6,7,2685695.38308976,2685698.58508865,OK,LeftArrow,3.05223519075662,0,1,68255c2,1621855450,0.2
25,\RIGHT,left,10,16,0.6,11,2685700.20616407,2685703.03789022,OK,RightArrow,2.70899283094332,1,0,68255c2,1621855450,0.2
25,\LEFT,left,8,17,0.6,5,2685704.56886921,2685706.35997584,OK,LeftArrow,1.60204187268391,1,0,68255c2,1621855450,0.2
25,\RIGHT,left,4,18,0.6,5,2685707.66078548,2685709.82214614,OK,RightArrow,1.99000162724406,1,0,68255c2,1621855450,0.2
25,\RIGHT,right,5,19,0.6,1,2685711.38312417,2685714.01481777,OK,RightArrow,2.49137035151944,0,1,68255c2,1621855450,0.2
25,\LEFT,right,6,20,0.6,3,2685715.6158197,2685717.39689231,OK,LeftArrow,1.63453323720023,0,1,68255c2,1621855450,0.2
25,\RIGHT,left,2,21,0.6,2,2685724.52135792,2685727.15300433,OK,RightArrow,2.48853118019179,1,0,68255c2,1621855450,0.2
25,\LEFT,left,5,22,0.6,9,2685728.69397867,2685731.23556938,OK,LeftArrow,2.36367950029671,1,0,68255c2,1621855450,0.2
25,\LEFT,left,6,23,0.6,7,2685733.20681063,2685736.59898299,OK,LeftArrow,3.25857192045078,1,0,68255c2,1621855450,0.2
25,\RIGHT,left,6,24,0.6,4,2685738.41007516,2685740.38128954,OK,RightArrow,1.79903553891927,1,0,68255c2,1621855450,0.2
25,\RIGHT,right,8,25,0.6,3,2685742.8728736,2685744.44382978,OK,RightArrow,1.45606604916975,0,1,68255c2,1621855450,0.2
25,\RIGHT,right,10,26,0.6,8,2685745.96445362,2685748.60645004,OK,RightArrow,2.45220271172002,0,1,68255c2,1621855450,0.2
25,\RIGHT,right,6,27,0.6,8,2685750.11736105,2685752.9391658,OK,RightArrow,2.63514208979905,0,1,68255c2,1621855450,0.2
25,\RIGHT,right,3,28,0.6,9,2685754.7703127,2685757.9723122,OK,RightArrow,3.10985019663349,0,1,68255c2,1621855450,0.2
25,\RIGHT,right,7,29,0.6,4,2685759.53330532,2685762.45513787,OK,RightArrow,2.74674239428714,0,1,68255c2,1621855450,0.2
25,\RIGHT,left,5,30,0.6,4,2685764.05613203,2685766.57771574,OK,RightArrow,2.35966101428494,1,0,68255c2,1621855450,0.2
25,\LEFT,right,2,31,0.6,4,2685770.88042943,2685774.37260571,OK,LeftArrow,3.382994978223,0,1,68255c2,1621855450,0.2
25,\LEFT,left,7,32,0.6,10,2685775.96359969,2685779.83602566,OK,LeftArrow,3.73147619049996,1,0,68255c2,1621855450,0.2
25,\LEFT,right,10,33,0.6,4,2685781.3469762,2685784.07867576,OK,LeftArrow,2.58790035080165,0,1,68255c2,1621855450,0.2
25,\LEFT,right,3,34,0.6,9,2685785.66966069,2685788.30133365,OK,LeftArrow,2.53690846683457,0,1,68255c2,1621855450,0.2
25,\RIGHT,right,2,35,0.6,10,2685789.81227152,2685793.39452402,OK,RightArrow,3.43414321821183,0,1,68255c2,1621855450,0.2
25,\RIGHT,right,9,36,0.6,11,2685794.75536616,2685797.86732505,OK,RightArrow,2.98674802016467,0,1,68255c2,1621855450,0.2
25,\LEFT,left,2,37,0.6,10,2685799.62808431,2685803.32076111,OK,LeftArrow,3.5857620681636,1,0,68255c2,1621855450,0.2
25,\RIGHT,right,1,38,0.6,3,2685804.88172103,2685807.32324833,OK,RightArrow,2.33183979569003,0,1,68255c2,1621855450,0.2
25,\LEFT,left,4,39,0.6,10,2685808.92426211,2685813.26697534,OK,LeftArrow,4.21707643894479,1,0,68255c2,1621855450,0.2
25,\RIGHT,left,9,40,0.6,6,2685814.8279591,2685817.17941984,OK,RightArrow,2.24121029721573,1,0,68255c2,1621855450,0.2
